point_index,d_a_meV,d_b_meV,d_c_meV,v3_ab_common_meV,v3_ab_orbital_selective_meV,v3_c_meV,solver_iterations,solver_residual_norm_meV,kspace_v3_ab_common_meV,kspace_v3_ab_orbital_selective_meV,kspace_v3_c_meV,kspace_d_a_meV,kspace_d_b_meV,kspace_d_c_meV
27,0.2008600011852139,-3.7017985152483095,3.0178136141412213,-1.750469257031548,1.9513292582167616,3.0178136141412213,0,6.614173712803919,-2.1714819486285792,0.9909063957361559,3.6017927683784072,-1.1805755528924233,-3.162388344364735,3.6017927683784072
28,-0.0194491587225764,-3.634936801475188,3.1712441950916426,-1.827192980098882,1.8077438213763055,3.1712441950916426,1,6.839179231366237,-2.2072857115826445,1.0640715429181966,3.6850203159614727,-1.143214168664448,-3.271357254500841,3.6850203159614727
29,-0.0194491587225764,-3.634936801475188,3.1712441950916426,-1.827192980098882,1.8077438213763055,3.1712441950916426,0,7.057511540490073,-2.238056971815008,1.1776481993835493,3.7661338977919727,-1.0604087724314586,-3.415705171198557,3.7661338977919727
30,-0.0194491587225764,-3.634936801475188,3.1712441950916426,-1.827192980098882,1.8077438213763055,3.1712441950916426,0,7.268405511261032,-2.2642680883646977,1.3290697935095777,3.844567190932403,-0.9351982948551201,-3.5933378818742754,3.844567190932403
31,-0.2256344255996956,-3.705830622994663,3.447327378319835,-1.9657325242971797,1.7400980986974837,3.447327378319835,5,7.460526412800613,-2.2864498807198186,1.5090685163456974,3.9198562867581477,-0.7773813643741212,-3.795518397065516,3.9198562867581477
32,-0.2256344255996956,-3.705830622994663,3.447327378319835,-1.9657325242971797,1.7400980986974837,3.447327378319835,0,7.6533004433222755,-2.3052918866065646,1.7014179569693662,3.991854574122888,-0.6038739296371984,-4.006709843575931,3.991854574122888
33,-0.185277220946786,-3.8031732426299336,3.503391884151925,-1.99422523178836,1.8089480108415736,3.503391884151925,6,7.828218536726246,-2.3218045300714683,1.8838677473749452,4.0610524415947475,-0.43793678269652303,-4.205672277446413,4.0610524415947475
34,-0.1147924726384521,-4.163497889611074,3.789441071701872,-2.1391451811247637,2.024352708486311,3.789441071701872,8,7.970605696556618,-2.337552339347059,2.030599798706718,4.129020595006188,-0.30695254064034083,-4.368152138053777,4.129020595006188
35,-0.3259110864309351,-4.365509184962181,4.200205696795518,-2.345710135696558,2.019799049265623,4.200205696795518,5,8.115942372465504,-2.3549509030044784,2.1163428683854364,4.198965403075351,-0.238608034619042,-4.471293771389915,4.198965403075351
36,0.6107609536807994,-5.6772109278102,4.9882846798021045,-2.5332249870647003,3.1439859407454995,4.9882846798021045,2,8.229697372784871,-2.3775892162181362,2.1219238082738894,4.2763271988538625,-0.25566540794424686,-4.499513024492026,4.2763271988538625
37,0.3131294787668999,-5.7083646692079455,5.316673232340025,-2.697617595220523,3.0107470739874227,5.316673232340025,1,8.355902800143266,-2.410493885778877,2.040517121452538,4.3692687500698595,-0.36997676432633897,-4.451011007231415,4.3692687500698595
38,0.3131294787668999,-5.7083646692079455,5.316673232340025,-2.697617595220523,3.0107470739874227,5.316673232340025,0,8.473988478291174,-2.4602009451236486,1.883262232631012,4.488807134915687,-0.5769387124926366,-4.343463177754661,4.488807134915687
39,0.1084072868645965,-5.749789532487159,5.562602896025029,-2.820691122811281,2.929098409675878,5.562602896025029,1,8.583963539651718,-2.5344642255207974,1.6824303204224478,4.648274004201995,-0.8520339050983496,-4.216894545943245,4.648274004201995
40,0.1084072868645965,-5.749789532487159,5.562602896025029,-2.820691122811281,2.929098409675878,5.562602896025029,0,8.686065274700125,-2.6414348551256936,1.490200874503786,4.861799418380806,-1.1512339806219076,-4.13163572962948,4.861799418380806
41,-0.17119870807372,-5.870274825836495,5.961748354319934,-3.020736766955108,2.849538058881388,5.961748354319934,3,8.778149755253715,-2.7882232849507966,1.3716187850800974,5.141656319921927,-1.4166044998706993,-4.159842070030894,5.141656319921927
42,-0.17119870807372,-5.870274825836495,5.961748354319934,-3.020736766955108,2.849538058881388,5.961748354319934,0,8.863446815934406,-2.9789166143656334,1.391584216908723,5.494600916299603,-1.5873323974569105,-4.370500831274356,5.494600916299603
43,-0.2531131308066481,-6.338232009071119,6.503726670368131,-3.295672569938884,3.0425594391322357,6.503726670368131,7,8.923141032690234,-3.2123503924122625,1.5976419842611056,5.917762734906106,-1.614708408151157,-4.809992376673368,5.917762734906106
44,-0.2531131308066481,-6.338232009071119,6.503726670368131,-3.295672569938884,3.0425594391322357,6.503726670368131,0,8.990451662091582,-3.4801637421996032,2.0023882794671324,6.395062695205635,-1.4777754627324708,-5.482552021666736,6.395062695205635
45,-0.2232715980922829,-7.12104564888251,7.243153139508711,-3.672158623487397,3.4488870253951136,7.243153139508711,11,9.02091993835252,-3.7658048019957837,2.5707163872479115,6.895392985190369,-1.1950884147478722,-6.336521189243696,6.895392985190369
46,-0.2232715980922829,-7.12104564888251,7.243153139508711,-3.672158623487397,3.4488870253951136,7.243153139508711,0,9.070373597157374,-4.0451044590727205,3.2170686135213997,7.373702004818238,-0.8280358455513208,-7.26217307259412,7.373702004818238
47,-0.2596347826870246,-7.992035961939583,8.1359057766118,-4.125835372313304,3.86620058962628,8.1359057766118,7,9.08503051455815,-4.288750727689603,3.8158974458898793,7.7755996954024535,-0.47285328179972375,-8.104648173579482,7.7755996954024535
48,-0.2596347826870246,-7.992035961939583,8.1359057766118,-4.125835372313304,3.86620058962628,8.1359057766118,0,9.118739056587366,-4.466511553126271,4.224913220829133,8.045202744288439,-0.241598332297138,-8.691424773955404,8.045202744288439
49,-0.1446866611511978,-8.67964769302119,8.693233020579438,-4.412167177086194,4.267480515934996,8.693233020579438,8,9.122181409776744,-4.552504424561816,4.316444349666791,8.134923234278974,-0.23606007489502456,-8.868948774228606,8.134923234278974
50,-0.2864265672786877,-8.842012637281071,8.994880100859444,-4.56421960227988,4.277793035001191,8.994880100859444,2,9.140613912101369,-4.530390239818534,4.008893695648409,8.015125446059086,-0.5214965441701249,-8.539283935466942,8.015125446059086
51,-0.2935385751984802,-9.125763697387889,9.27944678592426,-4.709651136293185,4.416112561094704,9.27944678592426,11,9.149288849689013,-4.397252982072269,3.289268405782197,7.681359993066024,-1.1079845762900717,-7.686521387854466,7.681359993066024
52,-0.2515894992573755,-10.834106546004213,10.888477104047906,-5.5428480226307935,5.2912585233734175,10.888477104047906,9,9.093562628576978,-4.165193599358093,2.219748357483201,7.157375652987734,-1.9454452418748924,-6.384941956841294,7.157375652987734
53,0.0385971809613892,-0.7609575755351957,-0.7728836000950497,-0.3611801972869032,0.3997773782482925,-0.7728836000950497,3,9.035827645821673,-3.8602480911923713,0.925746746470883,6.493181459246247,-2.9345013447214883,-4.785994837663254,6.493181459246247
54,-0.3360795606350484,-0.6848948330419415,-0.5078384576715484,-0.510487196838495,0.1744076362034465,-0.5078384576715484,3,8.913891432135587,-3.5189400961924973,-0.43161205678154096,5.758722305309555,-3.9505521529740384,-3.087328039410956,5.758722305309555
55,-0.4345162827980428,-0.8243581303267833,-0.3026807580600468,-0.629437206562413,0.1949209237643702,-0.3026807580600468,4,8.789944765008551,-3.183351131881271,-1.6911462362841891,5.034785764811012,-4.87449736816546,-1.4922048955970817,5.034785764811012
56,-0.6172157706913209,-0.8177926004326423,-0.1584131167184223,-0.7175041855619817,0.1002884148706607,-0.1584131167184223,4,8.661249718052275,-2.895844189644341,-2.725901296195477,4.403220109643807,-5.621745485839818,-0.16994289344886404,4.403220109643807
57,-0.913157019165751,-0.7394891044460452,0.0282822534373079,-0.8263230618058981,-0.0868339573598528,0.0282822534373079,3,8.516531629587528,-2.694447867256572,-3.467515195164125,3.9383024904414734,-6.161963062420697,0.7730673279075528,3.9383024904414734
58,-0.958023531202985,-0.7946672466976519,0.0983548765339732,-0.8763453889503184,-0.0816781422526665,0.0983548765339732,4,8.371202564286076,-2.609488265510259,-3.9154501944051368,3.7003196164055865,-6.524938459915395,1.3059619288948778,3.7003196164055865
59,-1.3834113558877363,-0.5105138791767905,0.2106323609931299,-0.9469626175322634,-0.4364487383554729,0.2106323609931299,3,8.210118199701613,-2.6615378308764517,-4.130235250357821,3.7314712101514735,-6.791773081234272,1.468697419481369,3.7314712101514735
60,-1.493693541544908,-0.4858954782951781,0.2683972626246574,-0.989794509920043,-0.5038990316248649,0.2683972626246574,3,8.040448856908395,-2.8603463196999526,-4.213771961257116,4.053474222972505,-7.074118280957069,1.3534256415571635,4.053474222972505
61,-1.5499152474231346,-0.4927843259505778,0.3047083503557022,-1.0213497866868562,-0.5285654607362784,0.3047083503557022,2,7.860103666838467,-3.2042770899046498,-4.282228548627958,4.666009062091596,-7.486505638532607,1.0779514587233083,4.666009062091596
62,-1.7564508500608411,-0.3435358851808141,0.3363348298085522,-1.0499933676208275,-0.7064574824400136,0.3363348298085522,1,7.668472193667599,-3.6799267479645454,-4.437821954467785,5.545471507291788,-8.11774870243233,0.7578952065032398,5.545471507291788
63,-2.0032409759259338,-0.1443968924996626,0.3595016630869907,-1.0738189342127982,-0.9294220417131356,0.3595016630869907,4,7.466230204612383,-4.261974742478021,-4.745209847532441,6.644216280457059,-9.00718459001046,0.4832351050544199,6.644216280457059
64,-2.0032409759259338,-0.1443968924996626,0.3595016630869907,-1.0738189342127982,-0.9294220417131356,0.3595016630869907,0,7.252354377446249,-4.913723026485357,-5.216856898232531,7.891276036749926,-10.130579924717889,0.3031338717471739,7.891276036749926
65,-2.1970788542618696,0.0282741785010881,0.3806574111357435,-1.0844023378803906,-1.112676516381479,0.3806574111357435,1,7.026956779735472,-5.589043642445828,-5.810046200217952,9.196023937293099,-11.39908984266378,0.22100255777212396,9.196023937293099
66,-21.12133837051472,0.2993131940155815,18.96784026086795,-10.411012588249568,-10.71032578226515,18.96784026086795,8,6.7478634182689845,-6.23638445989726,-6.436324219317563,10.456087359596905,-12.672708679214823,0.19993975942030318,10.456087359596905
67,-21.126821678757626,0.2318817685560652,19.040740756813523,-10.44746995510078,-10.679351723656843,19.040740756813523,2,6.318251221894649,-6.805015706037668,-6.9820447170993525,11.56986725925477,-13.78706042313702,0.17702901106168412,11.56986725925477
68,-21.15229344961355,-0.0407779607153359,19.33883559806077,-10.596535705164442,-10.555757744449108,19.33883559806077,1,5.888200824428802,-7.252903959293556,-7.336333724754615,12.452413617036303,-14.589237684048172,0.08342976546105962,12.452413617036303
69,-21.17155694022744,-0.2307282749065149,19.54802291288972,-10.701142607566975,-10.47041433266046,19.54802291288972,1,5.46024872984563,-7.554709832347831,-7.420579304466499,13.051617919242759,-14.975289136814329,-0.1341305278813314,13.051617919242759
70,-21.191964057223952,-0.4171563508321926,19.754824124823976,-10.804560204028071,-10.38740385319588,19.754824124823976,1,5.036832538900047,-7.7077719297105896,-7.212176071192673,13.360410822748362,-14.919948000903261,-0.495595858517917,13.360410822748362
71,-21.21337193890797,-0.5990259306424958,19.95806080251433,-10.906198934775237,-10.307173004132736,19.95806080251433,1,4.621392673997506,-7.733915487918365,-6.755573252164211,13.420603845934757,-14.489488740082576,-0.9783422357541536,13.420603845934757
72,-21.235469890145268,-0.7741256513755708,20.15521158529956,-11.00479777076042,-10.230672119384849,20.15521158529956,1,4.218517696978444,-7.675703296690785,-6.156200466063945,13.315577792877235,-13.831903762754731,-1.5195028306268403,13.315577792877235
73,-21.257553636910814,-0.937614877300776,20.34073226791853,-11.097584257105796,-10.159969379805018,20.34073226791853,1,3.834402726052744,-7.587227210606835,-5.557309962373769,13.151994187911884,-13.144537172980604,-2.0299172482330654,13.151994187911884
74,-22.96882064433962,-0.4168007545077015,21.414490464567542,-11.69281069942366,-11.27600994491596,21.414490464567542,10,3.4161218387024266,-7.521291434785034,-5.1049784568054895,13.034227870684246,-12.626269891590525,-2.416312977979545,13.034227870684246
75,-22.98321962746595,-0.5392111362102464,21.55128982906216,-11.761215381838095,-11.222004245627852,21.55128982906216,2,2.9394254108847537,-7.516229403173189,-4.910644111746263,13.03801519287166,-12.426873514919453,-2.6055852914269257,13.03801519287166
76,-23.006786855040847,-0.7218653314702115,21.75747486980592,-11.86432609325553,-11.142460761785316,21.75747486980592,2,2.4828575297132285,-7.586035411253323,-5.021911578600192,13.190699530091857,-12.607946989853515,-2.564123832653131,13.190699530091857
77,-23.60620655015087,-0.670961143025752,22.285874084081502,-12.138583846588311,-11.467622703562558,22.285874084081502,6,2.033264814010278,-7.716709019286517,-5.41015197415219,13.463888797173661,-13.126860993438708,-2.306557045134327,13.463888797173661
78,-23.62438949497786,-0.8109552853426848,22.44404749663311,-12.217672390160272,-11.406717104817586,22.44404749663311,1,1.577970630845982,-7.869907566033949,-5.978252294504249,13.78072552396883,-13.848159860538198,-1.8916552715297001,13.78072552396883
79,-23.647301873056637,-0.9668013207904484,22.62278823799222,-12.30705159692354,-11.340250276133093,22.62278823799222,3,1.1958896612129766,-7.992803236089324,-6.585560770870599,14.0355605260791,-14.578364006959923,-1.407242465218725,14.0355605260791
80,-24.21689653635061,-0.788010157436034,23.00945490337601,-12.502453346893322,-11.714443189457288,23.00945490337601,11,0.6836552289056121,-8.031236686076962,-7.081948885751333,14.120204201981425,-15.113185571828296,-0.9492878003256289,14.120204201981425
81,-24.851442313933227,-0.72968199513444,23.583685310736666,-12.790562154533834,-12.060880159399392,23.583685310736666,4,0.1634372307303003,-7.942473068279502,-7.340781454832603,13.949357441746864,-15.283254523112106,-0.6016916134468984,13.949357441746864
82,-24.815749043245305,1.8192541738427528,21.001220843774178,-11.498247434701277,-13.317501608544028,21.001220843774178,5,1.9214237003936263e-14,-7.704302638445605,-7.282015120964814,13.478706229996982,-14.986317759410419,-0.4222875174807914,13.478706229996982
83,-24.886526365368077,3.3145719135256337,19.580314851093057,-10.78597722592122,-14.100549139446851,19.580314851093057,4,8.237445504391794e-12,-7.3186182790085414,-6.880787474754035,12.711959076185362,-14.199405753762576,-0.4378308042545065,12.711959076185362
84,-24.99582603121337,4.383573464912635,18.625707275783515,-10.306126283150366,-14.689699748063004,18.625707275783515,4,2.4107966365779556e-14,-6.80936102949941,-6.161933616503286,11.696637619327007,-12.971294646002697,-0.6474274129961239,11.696637619327007
85,-25.114727503524215,5.258062815212664,17.876661760393052,-9.928332344155775,-15.18639515936844,17.876661760393052,4,1.004859173557616e-14,-6.216222427438457,-5.184977836899247,10.511432591880132,-11.401200264337703,-1.0312445905392105,10.511432591880132
86,-25.233464382591503,6.013209968041806,17.248227830166353,-9.610127207274848,-15.623337175316657,17.248227830166353,3,7.407047511194328e-11,-5.586303551032935,-4.026034506470636,9.249555205966296,-9.612338057503571,-1.5602690445622986,9.249555205966296
87,-25.346853008407663,6.684736837893009,16.6994836325364,-9.331058085257329,-16.015794923150338,16.6994836325364,3,1.0977278759973792e-11,-4.965952819795685,-2.7624590047179876,8.002543810154423,-7.728411824513673,-2.2034938150776977,8.002543810154423
88,0.1816698207493842,-2.167493206753996,0.0339841481021822,-0.992911693002306,1.1745815137516902,0.0339841481021822,4,1.582759113744879e-14,-4.394423055453655,-1.4636748211926265,6.847801575492267,-5.858097876646282,-2.9307482342610283,6.847801575492267
89,1.2661655146393294,-3.099399289550041,-0.1064334904451372,-0.9166168874553556,2.182782402094685,-0.1064334904451372,4,7.108895957933346e-15,-3.9001360972043644,-0.18852751814911584,5.8414146122418105,-4.0886636153534806,-3.7116085790552487,5.8414146122418105
90,2.15089893062717,-3.871535838126247,-0.2055023833556399,-0.8603184537495381,3.0112173843767085,-0.2055023833556399,4,4.440892098500626e-15,-3.4995429600765706,1.013047805284412,5.0161816722986945,-2.4864951547921583,-4.512590765360983,5.0161816722986945
91,2.9146184141911013,-4.549221646094881,-0.2766767961718159,-0.8173016159518898,3.731920030142991,-0.2766767961718159,5,2.021947487277524e-14,-3.1980240437626604,2.097503687388325,4.383689992896492,-1.1005203563743353,-5.295527731150985,4.383689992896492
92,3.594723674472294,-5.16376256009487,-0.3260772986917684,-0.784519442811288,4.379243117283583,-0.3260772986917684,5,2.0098410068454033e-14,-2.9920452947761595,3.027421470283518,3.938814585135423,0.035376175507358276,-6.019466765059677,3.938814585135423
93,4.212365102230758,-5.733038029680352,-0.3570034802046894,-0.7603364637247969,4.972701565955555,-0.3570034802046894,5,1.5943977756741603e-14,-2.871817285320789,3.7749923039788125,3.6650895888238253,0.9031750186580236,-6.646809589299601,3.6650895888238253
94,4.78082172213379,-6.268389199117483,-0.3714237539576102,-0.7437837384918469,5.5246054606256365,-0.3714237539576102,5,1.30836851243432e-14,-2.823887087761827,4.328459556238876,3.5397827786244775,1.5045724684770487,-7.152346644000703,3.5397827786244775
95,5.309036317328293,-6.777532539761701,-0.3705967902366462,-0.7342481112167039,6.043284428544997,-0.3705967902366462,5,7.160723346098895e-15,-2.833321710439676,4.698772506453511,3.537983436168641,1.865450796013835,-7.532094216893187,3.537983436168641
96,5.803342812003959,-7.265987248567372,-0.3553714383284653,-0.7313222182817065,6.534665030285666,-0.3553714383284653,4,9.441466109136563e-15,-2.8853437503185835,4.9228284716682,3.635440494329709,2.037484721349616,-7.8081722219867835,3.635440494329709
97,6.268401008737576,-7.737849788078499,-0.3263468589163554,-0.7347243896704616,7.003125398408038,-0.3263468589163554,4,5.5553767437059604e-14,-2.9664213777897754,5.0603563238201525,3.8101920022284848,2.093934946030377,-8.026777701609928,3.8101920022284848
98,6.707742136440894,-8.196247263734223,-0.283964627020829,-0.7442525636466648,7.451994700087559,-0.283964627020829,3,6.035040015944726e-14,-3.064892970886159,5.183589380444006,4.0431999505172325,2.1186964095578467,-8.248482351330164,4.0431999505172325
99,7.124106440532247,-8.643618847495558,-0.2285648282204837,-0.7597562034816558,7.883862644013902,-0.2285648282204837,3,4.0076437005177744e-14,-3.171235418616086,5.361659184057897,4.318271624058957,2.1904237654418113,-8.532894602673984,4.318271624058957
100,7.519662083072779,-9.081898849060671,-0.1604218147584226,-0.781118382993947,8.300780466066726,-0.1604218147584226,3,2.3803347352315637e-14,-3.278082729423641,5.644013730714493,4.621545653422252,2.3659310012908517,-8.922096460138134,4.621545653422252
101,7.896152618181804,-9.51264046298434,-0.0797678586629329,-0.8082439224012679,8.704396540583073,-0.0797678586629329,3,1.4458497151625688e-14,-3.380084094103401,6.048091176635008,4.940780167368946,2.668007082531607,-9.428175270738409,4.940780167368946
102,8.254999573313683,-9.937102132345917,0.0131907080413516,-0.8410512795161162,9.096050852829798,0.0131907080413516,3,1.591302455776226e-14,-3.4736688874907755,6.555460957243266,5.26462570851002,3.0817920697524905,-10.029129844734042,5.26462570851002
103,8.59737576453758,-10.35630947368672,0.1182621824707014,-0.879466854574571,9.476842619112151,0.1182621824707014,3,1.4210854715202004e-14,-3.5567662671379847,7.117972067364022,5.5820121791899915,3.561205800226037,-10.674738334502006,5.5820121791899915
104,8.924258933343753,-10.771100717222136,0.2352613757054359,-0.923420891939192,9.847679825282944,0.2352613757054359,5,5.024295867788081e-15,-3.6285114542144985,7.672122615034003,5.881735811025357,4.043611160819505,-11.300634069248503,5.881735811025357
105,9.2364717944046,-11.182160722304875,0.3640036637009642,-0.972844463950138,10.209316258354736,0.3640036637009642,3,7.32410687763558e-15,-3.688959704017702,8.157168791214039,6.152302991093559,4.468209087196337,-11.84612849523174,6.152302991093559
106,9.534712479850214,-11.59004688502226,0.5043005354584804,-1.0276672025860236,10.562379682436235,0.5043005354584804,5,7.32410687763558e-15,-3.7388215795951,8.531433705374464,6.3820726618220345,4.792612125779364,-12.270255284969565,6.3820726618220345
107,9.819578058100378,-11.995209169792233,0.655956192125071,-1.0878155558459277,10.907393613946304,0.655956192125071,5,1.475552811121985e-14,-3.779228299840422,8.78217041722712,6.559733534685396,5.002942117386697,-12.561398717067542,6.559733534685396
108,10.09158296903003,-12.398005801648862,0.8187648917825174,-1.153211416309416,11.244794385339446,0.8187648917825174,3,9.441466109136563e-15,-3.8115326057402403,8.926710007275153,6.675147108390056,5.115177401534913,-12.738242613015393,6.675147108390056
109,10.351173668668222,-12.798715698978109,0.9925088263274734,-1.2237710151549432,11.574944683823166,0.9925088263274734,3,8.881784197001252e-16,-3.8371480267237428,9.0054976611415,6.720568082196159,5.168349634417758,-12.842645687865243,6.720568082196159
110,10.598740408576678,-13.197548419205472,1.1769563776385956,-1.299404005314397,11.898144413891076,1.1769563776385956,3,1.467511591522657e-14,-3.8574272195679793,9.06993921775209,6.692203115902404,5.212511998184111,-12.92736643732007,6.692203115902404
111,10.834626823101836,-13.594652179036956,1.3718606412787768,-1.3800126779675592,12.214639501069396,1.3718606412787768,3,3.972054645195637e-15,-3.8735780677700404,9.16905481452973,6.591973150200142,5.2954767467596895,-13.04263288229977,6.591973150200142
