point_index,d_a_meV,d_b_meV,d_c_meV,v3_ab_common_meV,v3_ab_orbital_selective_meV,v3_c_meV,solver_iterations,solver_residual_norm_meV
23,0.5746226971497687,-3.8771547203691483,3.226325873370606,-1.6512660116096898,2.2258887087594585,3.226325873370606,6,5.67174987945555
24,0.5746226971497687,-3.8771547203691483,3.226325873370606,-1.6512660116096898,2.2258887087594585,3.226325873370606,0,5.913600281269452
25,0.5746226971497687,-3.8771547203691483,3.226325873370606,-1.6512660116096898,2.2258887087594585,3.226325873370606,0,6.151629095951924
26,0.20086000118521397,-3.7017985152483095,3.0178136141412213,-1.7504692570315479,1.9513292582167616,3.0178136141412213,4,6.3823970188849914
27,0.20086000118521397,-3.7017985152483095,3.0178136141412213,-1.7504692570315479,1.9513292582167616,3.0178136141412213,0,6.614173712803919
28,-0.01944915872257641,-3.6349368014751877,3.1712441950916426,-1.827192980098882,1.8077438213763057,3.1712441950916426,1,6.839179231366237
29,-0.01944915872257641,-3.6349368014751877,3.1712441950916426,-1.827192980098882,1.8077438213763057,3.1712441950916426,0,7.057511540490073
30,-0.01944915872257641,-3.6349368014751877,3.1712441950916426,-1.827192980098882,1.8077438213763057,3.1712441950916426,0,7.268405511261032
31,-0.22563442559969563,-3.705830622994663,3.447327378319835,-1.9657325242971795,1.7400980986974837,3.447327378319835,5,7.460526412800613
32,-0.22563442559969563,-3.705830622994663,3.447327378319835,-1.9657325242971795,1.7400980986974837,3.447327378319835,0,7.6533004433222755
33,-0.185277220946786,-3.8031732426299336,3.503391884151925,-1.9942252317883598,1.8089480108415739,3.503391884151925,6,7.828218536726246
34,-0.11479247263845216,-4.163497889611074,3.789441071701872,-2.1391451811247633,2.024352708486311,3.789441071701872,8,7.9706056965566185
35,-0.3259110864309351,-4.365509184962181,4.200205696795518,-2.345710135696558,2.019799049265623,4.200205696795518,5,8.115942372465504
36,0.6107609536807994,-5.6772109278102,4.9882846798021045,-2.5332249870647003,3.1439859407454995,4.9882846798021045,2,8.229697372784871
37,0.3131294787668999,-5.7083646692079455,5.316673232340025,-2.697617595220523,3.0107470739874227,5.316673232340025,1,8.355902800143266
38,0.3131294787668999,-5.7083646692079455,5.316673232340025,-2.697617595220523,3.0107470739874227,5.316673232340025,0,8.473988478291174
39,0.10840728686459652,-5.749789532487159,5.562602896025029,-2.820691122811281,2.929098409675878,5.562602896025029,1,8.583963539651718
40,0.10840728686459652,-5.749789532487159,5.562602896025029,-2.820691122811281,2.929098409675878,5.562602896025029,0,8.686065274700125
41,-0.17119870807372006,-5.870274825836495,5.961748354319934,-3.0207367669551077,2.8495380588813877,5.961748354319934,3,8.778149755253715
42,-0.17119870807372006,-5.870274825836495,5.961748354319934,-3.0207367669551077,2.8495380588813877,5.961748354319934,0,8.863446815934406
43,-0.2531131308066481,-6.338232009071119,6.503726670368131,-3.2956725699388834,3.0425594391322353,6.503726670368131,7,8.923141032690234
44,-0.2531131308066481,-6.338232009071119,6.503726670368131,-3.2956725699388834,3.0425594391322353,6.503726670368131,0,8.990451662091582
45,-0.22327159809228297,-7.12104564888251,7.243153139508711,-3.6721586234873964,3.4488870253951136,7.243153139508711,11,9.02091993835252
46,-0.22327159809228297,-7.12104564888251,7.243153139508711,-3.6721586234873964,3.4488870253951136,7.243153139508711,0,9.070373597157374
47,-0.25963478268702467,-7.9920359619395835,8.1359057766118,-4.125835372313304,3.8662005896262794,8.1359057766118,7,9.08503051455815
48,-0.25963478268702467,-7.9920359619395835,8.1359057766118,-4.125835372313304,3.8662005896262794,8.1359057766118,0,9.118739056587366
49,-0.14468666115119788,-8.67964769302119,8.693233020579438,-4.412167177086194,4.267480515934996,8.693233020579438,8,9.122181409776745
50,-0.2864265672786877,-8.842012637281071,8.994880100859444,-4.56421960227988,4.277793035001191,8.994880100859444,2,9.140613912101367
51,-0.2935385751984802,-9.125763697387889,9.27944678592426,-4.709651136293185,4.416112561094704,9.27944678592426,11,9.149288849689013
52,-0.2515894992573755,-10.834106546004211,10.888477104047906,-5.5428480226307935,5.2912585233734175,10.888477104047906,9,9.093562628576978
53,0.038597180961389255,-0.7609575755351957,-0.7728836000950497,-0.3611801972869032,0.3997773782482925,-0.7728836000950497,3,9.035827645821673
54,-0.3360795606350484,-0.6848948330419415,-0.5078384576715484,-0.510487196838495,0.17440763620344657,-0.5078384576715484,3,8.913891432135587
55,-0.4345162827980428,-0.8243581303267833,-0.30268075806004685,-0.629437206562413,0.19492092376437026,-0.30268075806004685,4,8.789944765008551
56,-0.6172157706913209,-0.8177926004326423,-0.15841311671842234,-0.7175041855619817,0.1002884148706607,-0.15841311671842234,4,8.661249718052275
57,-0.913157019165751,-0.7394891044460452,0.028282253437307933,-0.8263230618058981,-0.08683395735985289,0.028282253437307933,3,8.516531629587528
58,-0.958023531202985,-0.7946672466976519,0.09835487653397329,-0.8763453889503184,-0.08167814225266656,0.09835487653397329,4,8.371202564286076
59,-1.3834113558877363,-0.5105138791767905,0.21063236099312996,-0.9469626175322634,-0.43644873835547293,0.21063236099312996,3,8.210118199701613
60,-1.493693541544908,-0.48589547829517815,0.2683972626246574,-0.989794509920043,-0.5038990316248649,0.2683972626246574,3,8.040448856908395
61,-1.5499152474231346,-0.49278432595057786,0.3047083503557022,-1.0213497866868562,-0.5285654607362784,0.3047083503557022,2,7.860103666838467
62,-1.7564508500608413,-0.3435358851808141,0.3363348298085522,-1.0499933676208277,-0.7064574824400136,0.3363348298085522,1,7.668472193667599
63,-2.0032409759259338,-0.14439689249966262,0.3595016630869907,-1.0738189342127982,-0.9294220417131356,0.3595016630869907,4,7.466230204612383
64,-2.0032409759259338,-0.14439689249966262,0.3595016630869907,-1.0738189342127982,-0.9294220417131356,0.3595016630869907,0,7.252354377446249
65,-2.1970788542618696,0.028274178501088126,0.38065741113574353,-1.0844023378803906,-1.112676516381479,0.38065741113574353,1,7.026956779735472
66,-21.121338370514717,0.29931319401558154,18.96784026086795,-10.411012588249568,-10.71032578226515,18.96784026086795,8,6.7478634182689845
67,-21.126821678757626,0.23188176855606524,19.040740756813523,-10.44746995510078,-10.679351723656845,19.040740756813523,2,6.318251221894649
68,-21.15229344961355,-0.040777960715335904,19.33883559806077,-10.596535705164442,-10.555757744449107,19.33883559806077,1,5.888200824428802
69,-21.171556940227436,-0.23072827490651499,19.548022912889717,-10.701142607566975,-10.47041433266046,19.548022912889717,1,5.46024872984563
70,-21.191964057223952,-0.4171563508321926,19.754824124823976,-10.804560204028073,-10.38740385319588,19.754824124823976,1,5.036832538900047
71,-21.213371938907972,-0.5990259306424958,19.95806080251433,-10.906198934775235,-10.307173004132737,19.95806080251433,1,4.621392673997506
72,-21.235469890145268,-0.7741256513755708,20.15521158529956,-11.004797770760419,-10.230672119384849,20.15521158529956,1,4.218517696978444
73,-21.257553636910814,-0.9376148773007761,20.34073226791853,-11.097584257105796,-10.159969379805018,20.34073226791853,1,3.834402726052744
74,-22.96882064433962,-0.4168007545077015,21.414490464567542,-11.69281069942366,-11.276009944915959,21.414490464567542,10,3.4161218387024266
75,-22.98321962746595,-0.5392111362102464,21.55128982906216,-11.761215381838097,-11.222004245627852,21.55128982906216,2,2.9394254108847537
76,-23.006786855040847,-0.7218653314702115,21.75747486980592,-11.86432609325553,-11.142460761785317,21.75747486980592,2,2.4828575297132285
77,-23.60620655015087,-0.670961143025752,22.285874084081502,-12.138583846588311,-11.467622703562558,22.285874084081502,6,2.033264814010278
78,-23.62438949497786,-0.8109552853426848,22.44404749663311,-12.217672390160272,-11.406717104817586,22.44404749663311,1,1.577970630845982
79,-23.647301873056634,-0.9668013207904483,22.62278823799222,-12.307051596923541,-11.340250276133093,22.62278823799222,3,1.1958896612129766
80,-24.21689653635061,-0.788010157436034,23.009454903376014,-12.502453346893322,-11.714443189457288,23.009454903376014,11,0.6836552289056121
81,-24.851442313933227,-0.72968199513444,23.583685310736662,-12.790562154533834,-12.060880159399392,23.583685310736662,4,0.16343723073030034
82,-24.815749043245305,1.8192541738427526,21.001220843774178,-11.498247434701277,-13.317501608544028,21.001220843774178,5,1.9214237003936263e-14
83,-24.886526365368073,3.3145719135256337,19.580314851093057,-10.78597722592122,-14.100549139446853,19.580314851093057,4,8.237445504391794e-12
84,-24.99582603121337,4.383573464912635,18.625707275783515,-10.306126283150366,-14.689699748063003,18.625707275783515,4,2.4107966365779553e-14
85,-25.114727503524218,5.258062815212664,17.876661760393052,-9.928332344155777,-15.186395159368441,17.876661760393052,4,1.0048591735576161e-14
86,-25.233464382591503,6.013209968041806,17.248227830166353,-9.610127207274848,-15.623337175316655,17.248227830166353,3,7.407047511194328e-11
87,-25.346853008407663,6.684736837893009,16.6994836325364,-9.331058085257327,-16.015794923150338,16.6994836325364,3,1.0977278759973792e-11
88,0.18166982074938426,-2.167493206753996,0.03398414810218225,-0.9929116930023059,1.1745815137516902,0.03398414810218225,4,1.582759113744879e-14
89,1.2661655146393294,-3.099399289550041,-0.10643349044513725,-0.9166168874553557,2.182782402094685,-0.10643349044513725,4,7.108895957933346e-15
90,2.1508989306271706,-3.871535838126247,-0.2055023833556399,-0.8603184537495381,3.0112173843767085,-0.2055023833556399,4,4.440892098500626e-15
91,2.9146184141911013,-4.549221646094881,-0.2766767961718159,-0.8173016159518898,3.731920030142991,-0.2766767961718159,5,2.021947487277524e-14
92,3.594723674472294,-5.16376256009487,-0.3260772986917684,-0.784519442811288,4.379243117283583,-0.3260772986917684,5,2.009841006845403e-14
93,4.212365102230758,-5.733038029680352,-0.35700348020468947,-0.7603364637247969,4.972701565955555,-0.35700348020468947,5,1.5943977756741603e-14
94,4.78082172213379,-6.268389199117483,-0.3714237539576102,-0.7437837384918469,5.5246054606256365,-0.3714237539576102,5,1.30836851243432e-14
95,5.309036317328293,-6.777532539761701,-0.3705967902366462,-0.7342481112167039,6.043284428544997,-0.3705967902366462,5,7.160723346098895e-15
96,5.803342812003959,-7.265987248567372,-0.35537143832846535,-0.7313222182817065,6.534665030285666,-0.35537143832846535,4,9.441466109136565e-15
97,6.268401008737576,-7.737849788078499,-0.32634685891635545,-0.7347243896704616,7.003125398408038,-0.32634685891635545,4,5.55537674370596e-14
98,6.707742136440894,-8.196247263734223,-0.28396462702082903,-0.7442525636466648,7.451994700087559,-0.28396462702082903,3,6.035040015944726e-14
99,7.1241064405322465,-8.643618847495558,-0.2285648282204837,-0.7597562034816558,7.883862644013902,-0.2285648282204837,3,4.0076437005177744e-14
100,7.519662083072779,-9.081898849060673,-0.1604218147584226,-0.781118382993947,8.300780466066726,-0.1604218147584226,3,2.3803347352315634e-14
101,7.896152618181804,-9.51264046298434,-0.0797678586629329,-0.8082439224012679,8.704396540583073,-0.0797678586629329,3,1.4458497151625688e-14
102,8.254999573313683,-9.937102132345915,0.0131907080413516,-0.8410512795161162,9.096050852829798,0.0131907080413516,3,1.591302455776226e-14
103,8.59737576453758,-10.356309473686721,0.11826218247070144,-0.879466854574571,9.476842619112151,0.11826218247070144,3,1.4210854715202004e-14
104,8.924258933343753,-10.771100717222136,0.2352613757054359,-0.923420891939192,9.847679825282945,0.2352613757054359,5,5.0242958677880805e-15
105,9.236471794404599,-11.182160722304875,0.36400366370096426,-0.9728444639501381,10.209316258354736,0.36400366370096426,3,7.32410687763558e-15
106,9.534712479850214,-11.59004688502226,0.5043005354584804,-1.0276672025860236,10.562379682436237,0.5043005354584804,5,7.32410687763558e-15
107,9.819578058100378,-11.995209169792233,0.655956192125071,-1.0878155558459275,10.907393613946304,0.655956192125071,5,1.475552811121985e-14
108,10.09158296903003,-12.398005801648862,0.8187648917825174,-1.153211416309416,11.244794385339446,0.8187648917825174,3,9.441466109136565e-15
109,10.351173668668222,-12.798715698978109,0.9925088263274734,-1.2237710151549432,11.574944683823166,0.9925088263274734,3,8.881784197001252e-16
110,10.598740408576678,-13.197548419205472,1.1769563776385956,-1.299404005314397,11.898144413891075,1.1769563776385956,3,1.467511591522657e-14
111,10.834626823101837,-13.594652179036956,1.3718606412787768,-1.3800126779675592,12.214639501069396,1.3718606412787768,3,3.972054645195637e-15
112,11.059137822073266,-13.99012036339403,1.5769581341355345,-1.4654912706603822,12.524629092733647,1.5769581341355345,4,8.379058453350832e-15
113,11.272546162098093,-14.383996832321515,1.7919676219686307,-1.5557253351117106,12.828271497209805,1.7919676219686307,5,7.160723346098895e-15
114,11.475097980140674,-14.776280259437362,2.0165890165778246,-1.650591139648344,13.125689119789019,2.0165890165778246,5,1.2809491335957507e-14
115,11.667017507894403,-15.16692768006552,2.250502302062081,-1.7499550860855582,13.416972593979962,2.250502302062081,3,1.9860273225978185e-14
116,11.848511137375601,-15.555857386121911,2.4933664566461577,-1.853673124373155,13.702184261748755,2.4933664566461577,5,3.66205343881779e-15
117,12.019770972313067,-15.94295127408024,2.7448183416621745,-1.9615901508835867,13.981361123196653,2.7448183416621745,5,8.881784197001252e-16
118,12.180977972885064,-16.328056729161926,3.0044715331154768,-2.073539378138431,14.254517351023495,3.0044715331154768,4,1.0695084443661336e-14
119,12.332304780780149,-16.710988111367783,3.2719150743126435,-2.189341665293817,14.521646446073966,3.2719150743126435,4,2.6645352591003757e-15
120,12.473918295724268,-17.091527895778796,3.54671213067464,-2.3088048000272643,14.782723095751532,3.54671213067464,3,1.9214237003936263e-14
121,12.605982062276883,-17.469427509809183,3.828398530454488,-2.43172272376615,15.037704786043033,3.828398530454488,4,1.020439314654103e-14
122,12.728658515918806,-17.844407903208584,4.116481177974414,-2.557874693644889,15.286533209563695,4.116481177974414,5,1.020439314654103e-14
123,12.842111129518926,-18.216159882245044,4.410436329569702,-2.687024376363059,15.529135505881985,4.410436329569702,3,7.944109290391274e-15
124,12.946506494593073,-18.584344237498286,4.709707727100947,-2.818918871452606,15.76542536604568,4.709707727100947,3,1.020439314654103e-14
125,13.04201636586707,-18.948591695077155,5.013704590183153,-2.9532876646050426,15.995304030472113,5.013704590183153,3,1.517719948885615e-14
126,13.128819692081223,-19.30850272399614,5.321799476778687,-3.089841515957458,16.218661208038682,5.321799476778687,3,3.552713678800501e-15
127,13.207104650296218,-19.663647238205623,5.633326033244508,-3.2282712939547027,16.43537594425092,5.633326033244508,4,7.32410687763558e-15
128,13.277070694741445,-20.013564240773338,5.947576670143376,-3.3682467730159464,16.64531746775739,5.947576670143376,4,1.5888218580782548e-14
129,13.338930624021604,-20.357761470459817,6.263800220107232,-3.5094154232191066,16.84834604724071,6.263800220107232,4,3.552713678800501e-15
130,13.392912661772327,-20.695715127965315,6.581199659803458,-3.651401233096494,17.04431389486882,6.581199659803458,4,8.140289677804162e-15
131,13.439262535102026,-21.026869780959018,6.89893001064373,-3.793803622928496,17.23306615803052,6.89893001064373,5,1.9131948672901813e-14
132,13.47824552186,-21.350638573976642,7.216096573155261,-3.936196526058321,17.41444204791832,7.216096573155261,3,5.329070518200751e-15
133,13.510148421462917,-21.66640390137171,7.531753698341547,-4.078127739954396,17.588276161417312,7.531753698341547,4,1.0658141036401503e-14
134,13.535281384396512,-21.973518738043747,7.844904355522074,-4.2191186768236175,17.75440006122013,7.844904355522074,7,1.0048591735576161e-14
135,13.553979512605101,-22.271308861902096,8.154500818281425,-4.358664674648497,17.912644187253598,8.154500818281425,3,2.5864145986817697e-14
136,13.566604117355059,-22.559076240654704,8.459446854422493,-4.496236061649823,18.06284017900488,8.459446854422493,3,1.6758116906701664e-14
137,13.573543494216011,-22.836103888121745,8.758601865376015,-4.631280196952867,18.204823691168876,8.758601865376015,3,1.5587468005037626e-14
138,13.575213049116416,-23.10166251383587,9.050787464773249,-4.763224732359727,18.33843778147614,9.050787464773249,3,6.4047456679787536e-15
139,13.572054589055806,-23.355019283361024,9.334796999937724,-4.891482347152609,18.463536936208413,9.334796999937724,5,7.944109290391274e-15
140,13.564534581677663,-23.59544896222492,9.609408484902675,-5.015457190273629,18.579991771951292,9.609408484902675,6,1.0658141036401503e-14
141,13.55314119667366,-23.822247619290383,9.873401307724002,-5.134553211308361,18.687694407982022,9.873401307724002,3,1.9860273225978185e-14
142,13.5383799767402,-24.034748903222567,10.125576877953936,-5.248184463241183,18.786564439981383,10.125576877953936,3,2.1316282072803006e-14
143,13.520768053542358,-24.232342672179815,10.364783078876044,-5.355787309318728,18.876555362861087,10.364783078876044,3,7.944109290391274e-15
144,13.500826928635746,-24.414495457623804,10.589941985386051,-5.456834264494029,18.957661193129773,10.589941985386051,3,2.416106516409301e-14
145,13.479073978181098,-24.580771901483402,10.80007982786251,-5.550848961651152,19.02992293983225,10.80007982786251,4,1.020439314654103e-14
146,13.456013002362795,-24.73085596588576,10.994357680279206,-5.637421481761482,19.093434484124277,10.994357680279206,5,1.6280579355608324e-14
147,13.432124304510225,-24.864570439019023,11.17210091108166,-5.716223067254399,19.148347371764622,11.17210091108166,5,7.944109290391274e-15
148,13.407854921580222,-24.98189312092188,11.332825158932204,-5.78701909967083,19.194874021251053,11.332825158932204,4,1.5987211554602254e-14
149,13.38360970464568,-25.082968131838943,11.476256577282474,-5.849679213596631,19.233288918242312,11.476256577282474,3,1.7763568394002505e-15
150,13.359743938833073,-25.168111075778743,11.60234439095058,-5.904183568472835,19.263927507305908,11.60234439095058,5,7.32410687763558e-15
151,13.595909317646143,-25.57515436025844,11.789188485781514,-5.989622521306149,19.585531838952292,11.789188485781514,4,7.105427357601002e-15
152,13.831642029208421,-25.99862790032851,11.99170089764833,-6.083492935560045,19.915134964768466,11.99170089764833,5,2.0791723739534308e-14
153,14.065070695440687,-26.44325152651045,12.216466117162469,-6.189090415534882,20.25416111097557,12.216466117162469,4,1.432144669219779e-14
154,14.293740771341042,-26.91654212593379,12.473454360595392,-6.311400677296374,20.60514144863742,12.473454360595392,5,1.5987211554602254e-14
155,14.514033840144,-27.43155932823869,12.779347937823756,-6.458762744047346,20.972796584191347,12.779347937823756,4,2.5864145986817697e-14
156,14.719529927803327,-28.01439797890244,13.166671365252284,-6.647434025549557,21.366963953352883,13.166671365252284,4,8.881784197001252e-15
157,14.044382742261975,-32.06095296310726,17.897180881630373,-9.008285110422644,23.052667852684618,17.897180881630373,6,2.3092638912203256e-14
158,14.920511096444601,-30.097022677683245,15.064776405717243,-7.588255790619322,22.508766887063924,15.064776405717243,10,0.0
159,15.1344576399295,-30.39334775158379,15.152263487083221,-7.629445055827144,22.763902695756645,15.152263487083221,6,0.20034511632060573
160,15.54299251040984,-30.453779300282203,14.811007385667962,-7.4553933949361815,22.998385905346023,14.811007385667962,7,0.39510871107570605
161,15.87485839256331,-30.446147201368117,14.475876949042508,-7.285644404402404,23.160502796965712,14.475876949042508,4,0.5743560179415201
162,16.18576556711455,-30.47722796384951,14.199396360967475,-7.14573119836748,23.33149676548203,14.199396360967475,6,0.7396870380130758
163,16.471219031483624,-30.498462023632253,13.937545664456566,-7.013621496074315,23.48484052755794,13.937545664456566,8,0.889939821719677
164,16.493172219690805,-30.37924560393944,13.796378870197522,-6.943036692124318,23.436208911815122,13.796378870197522,1,1.0252354393367007
165,17.037461827062575,-30.50292517068641,13.37777162910404,-6.7327316718119175,23.77019349887449,13.37777162910404,3,1.1567346554872258
166,17.053414421531215,-30.406071335665178,13.264964951928086,-6.676328457066981,23.729742878598195,13.264964951928086,1,1.2621566455120803
167,17.547813460071072,-30.55697641443953,12.92020590503134,-6.504581477184228,24.0523949372553,12.92020590503134,6,1.379736446563614
168,17.56302489372819,-30.45744153038848,12.805455422067144,-6.447208318330144,24.010233212058335,12.805455422067144,2,1.4616256628872055
169,17.5794628196216,-30.34528771265032,12.676859735690975,-6.382912446514361,23.96237526613596,12.676859735690975,1,1.5623174739546517
170,18.196016818893295,-30.544942086088536,12.253032367226586,-6.174462633597621,24.370479452490915,12.253032367226586,7,1.6413327694614006
171,18.20565211785702,-30.472479198300825,12.170929229287236,-6.133413540221902,24.339065658078923,12.170929229287236,2,1.702348519711879
172,18.21541673894592,-30.395794462033116,12.08447636978652,-6.090188861543599,24.305605600489518,12.08447636978652,1,1.7761586026595708
173,18.774723028638142,-30.595497040775857,11.713568311022538,-5.9103870060688575,24.685110034707,11.713568311022538,5,1.848834942777849
174,18.788968110381962,-30.471069984816626,11.574891879417406,-5.841050937217332,24.630019047599294,11.574891879417406,1,1.894718730552457
175,18.788968110381962,-30.471069984816626,11.574891879417406,-5.841050937217332,24.630019047599294,11.574891879417406,0,1.9508282764024956
176,18.802794634135626,-30.345973884741504,11.43595591326157,-5.771589625302939,24.574384259438567,11.43595591326157,1,2.015298230402775
177,19.355689159392064,-30.57606830760705,11.094789723962052,-5.610189574107492,24.965878733499558,11.094789723962052,7,2.0710512203709097
178,19.36256714019986,-30.50779466407863,11.01963126742549,-5.572613761939385,24.935180902139244,11.01963126742549,2,2.115721044817201
179,19.37115013687472,-30.418523639305512,10.921772755833441,-5.523686751215395,24.89483688809012,10.921772755833441,1,2.1690930704612934
180,19.378142204889055,-30.34356001362709,10.83981376095863,-5.482708904369018,24.86085110925807,10.83981376095863,1,2.2304775672647974
181,19.856790225804392,-30.516338464347026,10.51637803586057,-5.329774119271317,25.18656434507571,10.51637803586057,6,2.297223406690479
182,19.86334219812832,-30.43891637096074,10.432403069409578,-5.287787086416211,25.15112928454453,10.432403069409578,1,2.35112501324565
183,19.86334219812832,-30.43891637096074,10.432403069409578,-5.287787086416211,25.15112928454453,10.432403069409578,0,2.413610668709675
184,19.869712179053472,-30.36496593935046,10.35206844157208,-5.247626880148493,25.117339059201967,10.35206844157208,2,2.4843178146675062
185,19.87774312134249,-30.26360100694609,10.242666765408389,-5.1929289428017995,25.07067206414429,10.242666765408389,1,2.5630183087945353
186,20.364885908326197,-30.473761186388877,9.952257497123435,-5.05443763903134,25.419323547357536,9.952257497123435,5,2.649139689718924
187,20.371479948567,-30.380688615671623,9.852590469766747,-5.004604333552312,25.37608428211931,9.852590469766747,1,2.7263454972473156
188,20.376150590678403,-30.312726806484903,9.779957787856363,-4.96828810790325,25.344438698581655,9.779957787856363,1,2.812013543966562
189,20.380801017738225,-30.243041764684836,9.705622264334158,-4.931120373473306,25.31192139121153,9.705622264334158,1,2.9056578663984736
190,20.385385187790828,-30.17220193989449,9.630198602717773,-4.8934083760518305,25.278793563842658,9.630198602717773,1,3.0068099164197504
191,20.389814320269164,-30.101532560125527,9.555101035133456,-4.855859119928182,25.245673440197343,9.555101035133456,1,3.1149549602514535
192,20.393238033391974,-30.05001461156193,9.500164743079951,-4.8283882890849785,25.22162632247695,9.500164743079951,2,3.229551642654374
193,20.9854319149363,-30.255891904178437,9.12563703898697,-4.635229994621069,25.62066190955737,9.12563703898697,5,3.3450807493418258
194,20.989371827436294,-30.182397896702938,9.048209825529083,-4.596513034633322,25.585884862069616,9.048209825529083,2,3.4570864128795007
195,20.998034419351008,-30.011100480781362,8.868261583107444,-4.506533030715177,25.504567450066183,8.868261583107444,1,3.5744610668546706
196,20.998034419351008,-30.011100480781362,8.868261583107444,-4.506533030715177,25.504567450066183,8.868261583107444,0,3.6967456139970807
197,21.00635451852434,-29.832096492549585,8.680965270388615,-4.412870987012623,25.419225505536964,8.680965270388615,1,3.822658531702357
198,21.00635451852434,-29.832096492549585,8.680965270388615,-4.412870987012623,25.419225505536964,8.680965270388615,0,3.9516903107008807
199,21.014090617692464,-29.64878091888213,8.489961744844424,-4.317345150594834,25.3314357682873,8.489961744844424,1,4.082420693121286
200,21.018341170522614,-29.53761145339959,8.374556703862503,-4.259635141438489,25.277976311961105,8.374556703862503,1,4.219575782141131
201,21.018341170522614,-29.53761145339959,8.374556703862503,-4.259635141438489,25.277976311961105,8.374556703862503,0,4.362395557123962
202,21.724785282224623,-29.622113119348413,7.841391496159561,-3.948663918561895,25.673449200786518,7.841391496159561,6,4.502559908935695
203,21.724785282224623,-29.622113119348413,7.841391496159561,-3.948663918561895,25.673449200786518,7.841391496159561,0,4.634720630577933
204,21.730505439813868,-29.40366082516151,7.617250163776188,-3.8365776926738206,25.56708313248769,7.617250163776188,1,4.765860004549913
205,21.730505439813868,-29.40366082516151,7.617250163776188,-3.8365776926738206,25.56708313248769,7.617250163776188,0,4.89482921741563
206,21.73432478473666,-29.240290236865867,7.450176336036482,-3.7529827260646034,25.487307510801266,7.450176336036482,3,5.020923397405811
207,-29.22949570689506,21.88708078481773,7.374074400106022,-3.671207461038666,-25.558288245856396,7.374074400106022,6,4.652718600048588
208,-29.17216436752862,21.774819534142146,7.449568998708556,-3.6986724166932365,-25.47349195083538,7.449568998708556,5,4.262391042871782
