path_rank,short_range_rank,c7_rank,path_mode,k_b_label,m_label,k_t_label,ac1_pattern,bc1_pattern,ac2_pattern,bc2_pattern,ac7_first_pattern,bc7_first_pattern,ac7_second_pattern,bc7_second_pattern,ac7_second_conjugated,bc7_second_conjugated,overall_rmse_meV,gamma_end_max_abs_delta_meV,k_b_window_rmse_meV,m_window_rmse_meV,k_t_window_rmse_meV,rowwise_sum_rmse_meV,valley_window_gap_meV
8,4,8,duplicated_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,cyc,cyc,cyc,anti,anti,True,True,9.21235874768706,7.105427357601002e-15,14.953030513106356,2.699754773035159,14.94375187191858,15.956273408545584,0.009278641187774994
2,4,19,exclusive_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,cyc,anti,cyc,cyc,anti,True,True,9.214311217576675,0.015048519095735458,15.06202069468366,1.9033669150508585,14.92450644557586,15.959655185594647,0.13751424910780052
6,4,8,exclusive_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,cyc,cyc,cyc,anti,anti,True,True,9.215165617228328,0.0768222175070008,14.93181633647772,2.865398315074317,15.005977928643368,15.961135049201275,0.07416159216564822
13,6,16,exclusive_150,K_-2b1-b2,M_b2,K_-b1-2b2,anti,cyc,cyc,anti,cyc,cyc,anti,cyc,True,False,9.216098561081692,0.015568204644861083,14.910323076528577,5.598425943337695,15.82219201555239,15.96275095535591,0.9118689390238135
7,4,1,duplicated_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,cyc,cyc,cyc,cyc,anti,anti,False,False,9.216123360588655,7.105427357601002e-15,14.929703081349313,3.2589451535001506,14.961514685650828,15.962793909361976,0.03181160430151486
8,4,1,duplicated_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,cyc,cyc,cyc,anti,anti,False,False,9.216123360588655,7.105427357601002e-15,14.96151468565082,3.2589451535001506,14.92970308134932,15.962793909361976,0.03181160430150065
5,3,7,exclusive_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,anti,cyc,anti,cyc,anti,anti,True,True,9.216326736702287,0.031318401711470045,14.943077507732204,2.6468978855474674,14.961619848498744,15.963146167123833,0.018542340766540377
6,4,1,exclusive_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,cyc,cyc,cyc,anti,anti,False,False,9.217930936178638,0.06714240340386368,14.942355352813438,3.414940950057983,14.981827537678496,15.965924722122347,0.039472184865058324
4,4,19,duplicated_150,K_-2b1-b2,M_b2,K_2b1+b2,cyc,cyc,cyc,cyc,anti,cyc,cyc,anti,True,True,9.218613729246444,7.105427357601002e-15,14.929152229507368,2.0129141022128625,15.08121872111929,15.967107354406842,0.15206649161192232
3,4,19,duplicated_150,K_2b1+b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,cyc,anti,cyc,cyc,anti,True,True,9.218613729246444,7.105427357601002e-15,15.081218721119281,2.0129141022128625,14.929152229507373,15.967107354406842,0.1520664916119081
8,3,4,duplicated_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,anti,cyc,anti,cyc,anti,anti,False,False,9.219667382218866,7.105427357601002e-15,14.951460195502458,3.258945539807284,14.972070161152864,15.968932334888626,0.02060996565040618
7,3,4,duplicated_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,anti,cyc,anti,cyc,anti,anti,False,False,9.219667382218866,7.105427357601002e-15,14.972070161152859,3.258945539807284,14.951460195502465,15.968932334888624,0.020609965650393747
13,3,18,exclusive_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,anti,cyc,anti,cyc,anti,cyc,True,True,9.219780083783771,0.01597332406421259,15.74698858542935,5.404308459565751,15.953612350265441,15.969127539725132,0.2066237648360918
14,1,19,exclusive_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,anti,cyc,cyc,anti,True,True,9.221131000340403,0.013746931288963538,15.431865053424845,2.004341943221524,15.049600582254499,15.971467395838006,0.38226447117034645
19,2,6,duplicated_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,True,9.221425305929825,7.105427357601002e-15,15.151411652491543,2.216318978288812,15.552530954926318,15.971977148071836,0.40111930243477545
20,2,6,duplicated_150,K_-b1-2b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,True,9.221425305929825,7.105427357601002e-15,15.552530954926308,2.216318978288812,15.151411652491552,15.971977148071836,0.4011193024347559
15,1,13,duplicated_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,False,False,9.222365450224665,7.105427357601002e-15,15.074898524838755,4.990216064028686,15.588119943310092,15.973605525756943,0.5132214184713373
16,1,13,duplicated_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,False,False,9.222365450224666,7.105427357601002e-15,15.588119943310085,4.990216064028686,15.074898524838764,15.973605525756943,0.5132214184713213
9,1,6,exclusive_150,K_b1+2b2,M_b1,K_2b1+b2,cyc,cyc,anti,anti,anti,cyc,anti,anti,False,True,9.222544789337709,0.021154225539149252,14.88481481269932,3.879710195216352,15.016255870288415,15.973916150212522,0.13144105758909497
17,3,18,exclusive_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,anti,cyc,anti,cyc,anti,cyc,True,True,9.222915064279674,0.01597332406421259,14.906425596063102,5.290915225383778,15.953612350265441,15.974557485224773,1.0471867542023396
6,3,4,exclusive_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,anti,cyc,anti,cyc,anti,anti,False,False,9.223271703121068,0.025299821016353974,14.949445070079202,3.4439721652563753,15.012581677561384,15.97517520181802,0.06313660748218197
5,2,17,exclusive_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,False,True,9.22348608755823,0.02229940747497494,15.188828947014612,6.436426783684796,15.176089388350702,15.975546526555537,0.012739558663909634
9,1,20,exclusive_150,K_b1+2b2,M_b1,K_2b1+b2,cyc,cyc,anti,anti,anti,cyc,anti,cyc,False,False,9.223512826201606,0.016028287701971067,15.300055336883645,3.620948231976442,14.903884940853663,15.975592839244387,0.39617039602998183
18,2,6,exclusive_150,K_-b1-2b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,True,9.223678542560538,0.015662390667824155,15.62920568997234,2.23747807255252,15.133571202192055,15.975879868397708,0.4956344877802845
14,1,13,exclusive_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,False,False,9.224516861256259,0.017210186844963005,15.66928039301851,4.9703279330308865,15.067257983517804,15.977331878971627,0.602022409500707
13,1,10,exclusive_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,False,9.224815808932373,0.005801085362154623,15.0357212415304,4.765571366015241,15.683127995738037,15.977849671535461,0.6474067542076369
16,1,17,duplicated_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,anti,cyc,anti,cyc,False,True,9.22511565458412,7.105427357601002e-15,15.70907875747351,4.797019124374561,16.453994881261742,15.978369019438718,0.7449161237882329
15,1,17,duplicated_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,anti,anti,anti,cyc,anti,cyc,False,True,9.22511565458412,7.105427357601002e-15,16.453994881261732,4.797019124374561,15.70907875747352,15.978369019438718,0.7449161237882116
17,2,17,exclusive_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,False,True,9.225166843866162,0.03491684607548606,14.931969700375552,4.708180478227268,15.97339123206251,15.978457681876018,1.041421531686959
14,1,17,exclusive_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,anti,cyc,anti,cyc,False,True,9.225497683844473,0.013811546939265895,15.766260364380127,4.769674135493369,16.46381461596616,15.979030713527626,0.697554251586034
19,2,4,duplicated_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,False,9.226109878437498,1.0658141036401503e-14,15.085626257775916,1.7262384983546157,15.769710975146955,15.980091065666864,0.6840847173710394
20,2,4,duplicated_150,K_-b1-2b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,False,9.226109878437498,1.0658141036401503e-14,15.769710975146944,1.7262384983546157,15.085626257775926,15.980091065666864,0.6840847173710181
17,2,20,exclusive_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,False,False,9.22643579059324,0.031010126238829372,14.932567680383492,4.878804718541541,15.97751331617063,15.980655562079413,1.044945635787137
12,1,6,duplicated_150,K_b1+2b2,M_b1,K_2b1+b2,cyc,cyc,anti,anti,anti,cyc,anti,anti,False,True,9.226803921892067,7.105427357601002e-15,14.935917416876379,3.9307908299615577,15.02542162471518,15.981293184192836,0.08950420783880197
11,1,6,duplicated_150,K_2b1+b2,M_b1,K_b1+2b2,cyc,cyc,anti,anti,anti,cyc,anti,anti,False,True,9.226803921892067,7.105427357601002e-15,15.025421624715172,3.9307908299615577,14.935917416876388,15.981293184192836,0.08950420783878421
10,1,20,exclusive_150,K_2b1+b2,M_b1,K_b1+2b2,cyc,cyc,anti,anti,anti,cyc,anti,cyc,False,False,9.227593765619584,0.023854964727064498,14.887608816348974,3.6418113757973214,15.279366787600999,15.982661233658936,0.3917579712520247
18,2,4,exclusive_150,K_-b1-2b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,False,9.227608179395514,0.012682961852576113,15.850094688893012,1.7409939506000525,15.056911628051907,15.982686199051177,0.7931830608411055
8,2,18,duplicated_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,True,True,9.229594640898485,7.105427357601002e-15,15.17073951294584,6.491489756193464,15.312492745207077,15.986126851301604,0.14175323226123737
7,2,18,duplicated_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,True,True,9.229594640898485,7.105427357601002e-15,15.312492745207066,6.491489756193464,15.170739512945847,15.986126851301604,0.1417532322612196
6,2,18,exclusive_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,True,True,9.230182263331828,0.027083586667188797,15.138551929643748,6.672473525435379,15.339203382776063,15.98714464321182,0.20065145313231447
5,4,2,exclusive_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,cyc,cyc,cyc,cyc,anti,anti,False,True,9.231017085504337,0.07205142168139034,14.940856591081806,2.688530340603997,14.970697504156849,15.988590597629893,0.02984091307504322
15,3,17,duplicated_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,anti,cyc,anti,cyc,anti,cyc,False,True,9.231347884694282,7.105427357601002e-15,15.820201843334694,4.797019093681174,15.979920850381392,15.989163558633978,0.15971900704669828
16,3,17,duplicated_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,anti,cyc,anti,cyc,anti,cyc,False,True,9.231347884694282,7.105427357601002e-15,15.979920850381381,4.797019093681174,15.820201843334702,15.989163558633978,0.15971900704667874
18,3,18,exclusive_150,K_-b1-2b2,M_b2,K_2b1+b2,cyc,cyc,anti,cyc,anti,cyc,anti,cyc,True,True,9.231403077607794,0.012566462520535282,15.93984123446097,5.349939346571644,14.938903373664887,15.989259155564401,1.000937860796082
7,3,7,duplicated_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,anti,cyc,anti,cyc,anti,anti,True,True,9.232136136977996,7.105427357601002e-15,14.940512901198895,2.699755146186086,14.942265939320128,15.990528851638553,0.0017530381212331747
8,3,7,duplicated_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,anti,cyc,anti,cyc,anti,anti,True,True,9.232136136977996,7.105427357601002e-15,14.94226593932012,2.699755146186086,14.940512901198904,15.990528851638553,0.0017530381212154111
16,1,18,duplicated_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,anti,cyc,anti,cyc,True,True,9.232221579841054,7.105427357601002e-15,15.642327934105001,5.374205958203831,16.38503872574902,15.990676843018514,0.7427107916440185
15,1,18,duplicated_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,anti,anti,anti,cyc,anti,cyc,True,True,9.232221579841054,7.105427357601002e-15,16.385038725749013,5.374205958203831,15.64232793410501,15.990676843018514,0.7427107916440026
14,1,18,exclusive_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,anti,cyc,anti,cyc,True,True,9.23251975044329,0.014516625307962272,15.696758844896413,5.3478469021323995,16.3952167972959,15.99119328965091,0.6984579523994885
5,4,19,exclusive_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,cyc,cyc,anti,cyc,cyc,anti,True,True,9.232832485728787,0.02408210587658033,14.955622297919424,2.7275669807863046,14.964815693532387,15.99173496305471,0.009193395612962618
18,2,17,exclusive_150,K_-b1-2b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,False,True,9.23314926067716,0.018603493070497024,15.955699739620444,4.7786854961443925,14.975074225525509,15.992283633359857,0.9806255140949354
14,3,17,exclusive_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,anti,cyc,anti,cyc,anti,cyc,False,True,9.233250098897562,0.012212465522207339,16.023214253617567,4.772164107660885,15.82614318720442,15.99245829028094,0.1970710664131481
6,4,19,exclusive_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,cyc,anti,cyc,cyc,anti,True,True,9.233396173723337,0.02294625169075104,14.935761636817626,2.821049905860289,15.00895112794406,15.992711299300884,0.0731894911264348
13,2,15,exclusive_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,False,True,9.233748100867052,0.009266493571104206,15.091935827421146,5.62787541781663,15.691737121007831,15.993320854994366,0.599801293586685
15,6,14,duplicated_150,K_-2b1-b2,M_b2,K_-b1-2b2,anti,cyc,cyc,anti,cyc,cyc,anti,cyc,False,False,9.234279049947933,7.105427357601002e-15,14.9296566408177,5.411904840582274,15.903520223608648,15.994240485778683,0.9738635827909476
16,6,14,duplicated_150,K_-b1-2b2,M_b2,K_-2b1-b2,anti,cyc,cyc,anti,cyc,cyc,anti,cyc,False,False,9.234279049947933,7.105427357601002e-15,15.903520223608638,5.411904840582274,14.929656640817711,15.994240485778683,0.9738635827909263
18,2,20,exclusive_150,K_-b1-2b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,False,False,9.234338818145345,0.022004808914253715,15.958203236974352,4.951055578495493,14.975973787501932,15.994344007333273,0.9822294494724204
10,4,17,exclusive_150,K_2b1+b2,M_b1,K_b1+2b2,cyc,cyc,cyc,cyc,anti,cyc,anti,cyc,False,True,9.235901835320893,0.021713063039847214,15.01510177506943,3.909806240631084,15.462806470775979,15.99705123249443,0.44770469570654825
11,1,20,duplicated_150,K_2b1+b2,M_b1,K_b1+2b2,cyc,cyc,anti,anti,anti,cyc,anti,cyc,False,False,9.236279686947986,7.105427357601002e-15,14.93592556078754,3.6790631387286115,15.310851804697624,15.997705690710276,0.37492624391008356
12,1,20,duplicated_150,K_b1+2b2,M_b1,K_2b1+b2,cyc,cyc,anti,anti,anti,cyc,anti,cyc,False,False,9.236279686947986,7.105427357601002e-15,15.310851804697618,3.6790631387286115,14.935925560787547,15.997705690710276,0.3749262439100711
9,4,17,exclusive_150,K_b1+2b2,M_b1,K_2b1+b2,cyc,cyc,cyc,cyc,anti,cyc,anti,cyc,False,True,9.236419066337733,0.015358769659606253,15.474739596977003,3.8794146517445633,15.032641022121211,15.997947102894846,0.44209857485579107
19,3,18,duplicated_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,anti,cyc,anti,cyc,anti,cyc,True,True,9.237088773199853,7.105427357601002e-15,14.948550075184922,5.374205932099364,15.900075478550004,15.999107069206216,0.951525403365082
20,3,18,duplicated_150,K_-b1-2b2,M_b2,K_2b1+b2,cyc,cyc,anti,cyc,anti,cyc,anti,cyc,True,True,9.237088773199853,7.105427357601002e-15,15.900075478549994,5.374205932099364,14.94855007518493,15.999107069206216,0.9515254033650642
6,3,7,exclusive_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,anti,cyc,anti,cyc,anti,anti,True,True,9.237212370098943,0.03262040759582163,14.937866226540944,2.8941996120319065,14.989501503173052,15.999321145315095,0.05163527663210843
19,2,17,duplicated_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,False,True,9.237762538638336,7.105427357601002e-15,14.985034478173182,4.7970189010468856,15.908589638944546,16.000274065178054,0.9235551607713646
20,2,17,duplicated_150,K_-b1-2b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,False,True,9.237762538638336,7.105427357601002e-15,15.908589638944536,4.7970189010468856,14.985034478173192,16.00027406517805,0.9235551607713433
19,2,20,duplicated_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,False,False,9.239178611606341,7.105427357601002e-15,14.985034490434094,4.968353626527251,15.908589739856916,16.002726775505863,0.9235552494228223
20,2,20,duplicated_150,K_-b1-2b2,M_b2,K_2b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,False,False,9.239178611606343,7.105427357601002e-15,15.908589739856906,4.968353626527251,14.985034490434101,16.002726775505863,0.9235552494228045
14,6,14,exclusive_150,K_-b1-2b2,M_b2,K_-2b1-b2,anti,cyc,cyc,anti,cyc,cyc,anti,cyc,False,False,9.23936259422961,0.014581483115343019,15.842428739860548,5.516789486312004,14.8587094342215,16.00304544275707,0.9837193056390472
7,4,19,duplicated_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,cyc,cyc,anti,cyc,cyc,anti,True,True,9.240666216122067,7.105427357601002e-15,14.943751862861445,2.699754383425053,14.95303054515525,16.005303382108668,0.009278682293805574
8,4,19,duplicated_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,cyc,anti,cyc,cyc,anti,True,True,9.240666216122067,7.105427357601002e-15,14.953030545155244,2.699754383425053,14.943751862861452,16.005303382108668,0.009278682293791363
16,6,16,duplicated_150,K_-b1-2b2,M_b2,K_-2b1-b2,anti,cyc,cyc,anti,cyc,cyc,anti,cyc,True,False,9.241873407982334,7.105427357601002e-15,15.944349999257222,5.562638611206028,14.935565654259893,16.007394299745137,1.0087843449973288
15,6,16,duplicated_150,K_-2b1-b2,M_b2,K_-b1-2b2,anti,cyc,cyc,anti,cyc,cyc,anti,cyc,True,False,9.241873407982336,7.105427357601002e-15,14.935565654259884,5.562638611206028,15.944349999257232,16.007394299745137,1.0087843449973484
7,4,2,duplicated_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,cyc,cyc,cyc,cyc,anti,anti,False,True,9.242189690881695,7.105427357601002e-15,14.930274751395338,2.6997547387543555,14.961514675183757,16.007942117796393,0.031239923788419333
8,4,2,duplicated_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,cyc,cyc,cyc,anti,anti,False,True,9.242189690881695,7.105427357601002e-15,14.96151467518375,2.6997547387543555,14.930274751395345,16.007942117796393,0.031239923788405122
15,1,10,duplicated_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,False,9.243878684810888,7.105427357601002e-15,15.05721428402499,4.709283751481799,15.52769796964338,16.01086754109543,0.47048368561839027
16,1,10,duplicated_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,False,9.243878684810888,7.105427357601002e-15,15.527697969643373,4.709283751481799,15.057214284025,16.01086754109543,0.4704836856183743
15,3,18,duplicated_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,anti,cyc,anti,cyc,anti,cyc,True,True,9.243956448506145,7.105427357601002e-15,15.770591307814007,5.374205932099364,15.900075478550004,16.0110022317666,0.1294841707359975
16,3,18,duplicated_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,anti,cyc,anti,cyc,anti,cyc,True,True,9.243956448506145,7.105427357601002e-15,15.900075478549994,5.374205932099364,15.770591307814016,16.0110022317666,0.12948417073597795
6,4,2,exclusive_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,cyc,cyc,cyc,anti,anti,False,True,9.245121343277276,0.07493790678030621,14.942128187448334,2.872106085597205,14.992403978594004,16.01301988869567,0.050275791145669047
8,2,17,duplicated_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,False,True,9.245304568221906,7.105427357601002e-15,15.194297852979293,6.491489715104809,15.203430962217727,16.013337243608984,0.00913310923843369
7,2,17,duplicated_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,False,True,9.245304568221906,7.105427357601002e-15,15.203430962217716,6.491489715104809,15.1942978529793,16.013337243608984,0.009133109238415926
6,2,17,exclusive_150,K_b1-b2,M_b1+b2,K_-b1+b2,cyc,cyc,cyc,anti,anti,cyc,anti,cyc,False,True,9.245681051498492,0.023448699964795594,15.1626709051365,6.679800220608036,15.229171629185329,16.01398933177223,0.06650072404882934
14,3,18,exclusive_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,anti,cyc,anti,cyc,anti,cyc,True,True,9.245771629203906,0.013273683623619803,15.93984123446097,5.349939346571644,15.776525510757036,16.014146216960043,0.1633157237039331
13,2,11,exclusive_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,True,True,9.245953273600952,0.007677894093866655,15.085373379307494,5.348917793284106,15.605739437681134,16.014460834284634,0.5203660583736394
14,1,10,exclusive_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,False,9.246192232119235,0.017338061624911916,15.605332754445186,4.689066953780546,15.049144820731156,16.014874722579197,0.5561879337140301
14,6,16,exclusive_150,K_-b1-2b2,M_b2,K_-2b1-b2,anti,cyc,cyc,anti,cyc,cyc,anti,cyc,True,False,9.247565124827155,0.017058818124294106,15.881100406912353,5.667879564485551,14.862127714888905,16.017252642502662,1.018972692023448
12,4,17,duplicated_150,K_b1+2b2,M_b1,K_2b1+b2,cyc,cyc,cyc,cyc,anti,cyc,anti,cyc,False,True,9.24780555358459,7.105427357601002e-15,15.484561752784296,3.9307908299615666,15.059739725748907,16.017669077326136,0.42482202703538974
11,4,17,duplicated_150,K_2b1+b2,M_b1,K_b1+2b2,cyc,cyc,cyc,cyc,anti,cyc,anti,cyc,False,True,9.247805553584591,7.105427357601002e-15,15.059739725748898,3.9307908299615666,15.484561752784304,16.017669077326136,0.4248220270354057
5,3,6,exclusive_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,anti,cyc,anti,cyc,anti,anti,False,True,9.247929105766415,0.027829630937773686,14.972812377328848,2.6496206417976724,14.973417911442022,16.017883075982446,0.0006055341131734338
17,1,11,exclusive_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,True,9.248166296023054,0.005988132133815327,14.956084310621785,5.187352762362601,15.501572547820738,16.018293901558003,0.5454882371989527
17,1,15,exclusive_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,False,True,9.248587199729416,0.007089062789681577,14.991503246322251,5.476217665971778,15.560574620759489,16.019022928162517,0.5690713744372378
15,2,15,duplicated_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,False,True,9.250656228163983,7.105427357601002e-15,15.099600970085802,5.571289176135786,15.552530921443122,16.022606590533492,0.4529299513573193
16,2,15,duplicated_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,False,True,9.250656228163983,7.105427357601002e-15,15.552530921443115,5.571289176135786,15.09960097008581,16.022606590533492,0.45292995135730507
14,2,15,exclusive_150,K_-b1-2b2,M_b2,K_-2b1-b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,False,True,9.25163366745114,0.015326723767415729,15.627410641908982,5.562274271832743,15.093184513362264,16.024299565040163,0.5342261285467185
17,1,13,exclusive_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,False,False,9.252326730485738,0.006860166921832445,14.945156870834996,4.879480867113848,15.754031510147547,16.025499985428933,0.8088746393125508
13,2,7,exclusive_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,True,True,9.254138374486944,0.00835080754011841,15.083224973722887,2.80132551012775,15.623489736878183,16.028637844884248,0.5402647631552959
13,2,6,exclusive_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,anti,anti,cyc,anti,anti,False,True,9.254867854728772,0.009321883825972321,15.090042345076721,2.2851299097570053,15.699759696593405,16.029901341726212,0.609717351516684
17,4,18,exclusive_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,cyc,anti,cyc,anti,cyc,True,True,9.256700033299357,0.02034798225504275,14.984069828896732,5.274651524736212,16.12507136344244,16.033074768099006,1.1410015345457083
5,1,19,exclusive_150,K_-b1+b2,M_b1+b2,K_b1-b2,cyc,cyc,anti,anti,anti,cyc,cyc,anti,True,True,9.25672817197483,0.01888307626114738,15.001613005291162,2.712253789469851,15.038241261665974,16.03312350571458,0.036628256374811485
17,1,10,exclusive_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,False,9.257704476182838,0.005801085362154623,14.919666726409815,4.591862832600073,15.683127995738037,16.034814514206495,0.7634612693282214
10,1,10,exclusive_150,K_2b1+b2,M_b1,K_b1+2b2,cyc,cyc,anti,anti,cyc,cyc,cyc,anti,True,False,9.260585065274533,0.0057345472645060624,14.919666726409815,6.947450419233999,14.84757262438814,16.03980384086904,0.07209410202167454
17,2,19,exclusive_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,anti,anti,cyc,cyc,anti,True,True,9.260885068938435,0.006152596021944845,15.076531088345906,1.9003393178219787,15.625467832369411,16.04032346245738,0.5489367440235053
13,6,2,exclusive_150,K_-2b1-b2,M_b2,K_-b1-2b2,anti,cyc,cyc,anti,cyc,cyc,anti,anti,False,True,9.261224152304347,0.0053066113567972195,15.331617827468294,4.470681711287943,15.433022060913833,16.040910772075133,0.10140423344553895
17,1,19,exclusive_150,K_2b1+b2,M_b2,K_-b1-2b2,cyc,cyc,anti,anti,anti,cyc,cyc,anti,True,True,9.261712670971606,0.0078034529286661325,14.957875914820622,1.9038389601021986,15.514046905258084,16.041756911227274,0.5561709904374617
15,2,11,duplicated_150,K_-2b1-b2,M_b2,K_-b1-2b2,cyc,cyc,cyc,anti,cyc,cyc,cyc,anti,True,True,9.261942541906121,7.105427357601002e-15,15.096781768624034,5.289085079149293,15.47758590309565,16.042155059365037,0.38080413447161554
